+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                        ;
+----------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:9:full_adderI|and_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:9:full_adderI|xor_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:9:full_adderI|and_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:9:full_adderI|xor_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:9:full_adderI            ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:8:full_adderI|or_gate1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:8:full_adderI|and_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:8:full_adderI|xor_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:8:full_adderI|and_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:8:full_adderI|xor_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:8:full_adderI            ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:7:full_adderI|or_gate1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:7:full_adderI|and_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:7:full_adderI|xor_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:7:full_adderI|and_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:7:full_adderI|xor_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:7:full_adderI            ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:6:full_adderI|or_gate1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:6:full_adderI|and_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:6:full_adderI|xor_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:6:full_adderI|and_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:6:full_adderI|xor_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:6:full_adderI            ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:5:full_adderI|or_gate1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:5:full_adderI|and_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:5:full_adderI|xor_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:5:full_adderI|and_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:5:full_adderI|xor_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:5:full_adderI            ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:4:full_adderI|or_gate1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:4:full_adderI|and_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:4:full_adderI|xor_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:4:full_adderI|and_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:4:full_adderI|xor_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:4:full_adderI            ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:3:full_adderI|or_gate1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:3:full_adderI|and_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:3:full_adderI|xor_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:3:full_adderI|and_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:3:full_adderI|xor_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:3:full_adderI            ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:2:full_adderI|or_gate1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:2:full_adderI|and_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:2:full_adderI|xor_gate2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:2:full_adderI|and_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
